L,U,V,t,β,δ,uS,ud,QuS,Qud,Converged,I,f,g,g0,ΔT,μ
128,0.0,2.3,1.0,100.0,0.02,0.40393949486113206,NaN,1.1102230246251565e-13,145.19393518958685,false,100,NaN,0.5,0.5,32.162003213,0.04473352746947242
128,0.0,2.4,1.0,100.0,0.02,0.4031513902512487,NaN,1.1102230246251565e-13,190.4971037194981,false,100,NaN,0.5,0.5,31.379356143,0.04706594724973035
128,0.0,2.5,1.0,100.0,0.02,0.4021295627905118,NaN,0.0,233.2345310163957,false,100,NaN,0.5,0.5,32.358969585,0.048694467537392795
128,0.0,2.6,1.0,100.0,0.02,0.4008109670184611,NaN,0.0,275.63735244667123,false,100,NaN,0.5,0.5,32.61925121,0.0500129285547304
128,0.0,2.7,1.0,100.0,0.02,0.399157513388103,NaN,0.0,317.8411281964068,false,100,NaN,0.5,0.5,32.76297736,0.05112161176850361
128,0.0,2.8,1.0,100.0,0.02,0.3971485187087257,NaN,0.0,359.5103409847959,false,100,NaN,0.5,0.5,32.085149607,0.05211730010679449
128,0.0,2.9,1.0,100.0,0.02,0.39478666922233063,NaN,0.0,400.092430836271,false,100,NaN,0.5,0.5,32.427416688,0.0530155657374754
128,0.0,3.0,1.0,100.0,0.02,0.3920706313535519,NaN,0.0,439.38088587712116,false,100,NaN,0.5,0.5,32.275352749,0.05381602637995359
128,0.0,3.1,1.0,100.0,0.02,0.3889988058358972,NaN,0.0,477.3051090466646,false,100,NaN,0.5,0.5,32.242502107,0.054557801365149046
128,0.0,3.2,1.0,100.0,0.02,0.38559981952992006,NaN,2.220446049250313e-13,513.5538437204683,false,100,NaN,0.5,0.5,32.722308443,0.055242480588818456
128,0.0,3.3,1.0,100.0,0.02,0.38191913799447735,NaN,1.1102230246251565e-13,547.8277826214935,false,100,NaN,0.5,0.5,32.362003557,0.05586104344719374
128,0.0,3.4,1.0,100.0,0.02,0.3779955252046132,NaN,0.0,580.0450235924901,false,100,NaN,0.5,0.5,32.167846636,0.05643006628638289
128,0.0,3.5,1.0,100.0,0.02,0.37386142862828453,NaN,0.0,610.2412058412306,false,100,NaN,0.5,0.5,32.241783764,0.05697994137205671
128,0.0,3.6,1.0,100.0,0.02,0.3695531303385514,NaN,0.0,638.4548387669853,false,100,NaN,0.5,0.5,32.335534287,0.05753025256189768
128,0.0,3.7,1.0,100.0,0.02,0.3651078245836292,NaN,2.220446049250313e-13,664.7397534828648,false,100,NaN,0.5,0.5,32.244322997,0.05810380644099758
128,0.0,3.8,1.0,100.0,0.02,0.3605622006235598,NaN,2.220446049250313e-13,689.1663979296185,false,100,NaN,0.5,0.5,32.404022232,0.05868960488429816
128,0.0,3.9,1.0,100.0,0.02,0.3559447733454063,NaN,0.0,711.8505252485228,false,100,NaN,0.5,0.5,30.284177135,0.05918628117869418
128,0.0,4.0,1.0,100.0,0.02,0.3512648660314596,NaN,1.1102230246251565e-13,732.9784085021668,false,100,NaN,0.5,0.5,31.961376632,0.05946049123691782
