L,U,V,t,β,δ,uS,ud,wx,wy,QuS,Qud,Qwx,Qwy,Converged,I,f,g,g0,ΔT,μ
256,0.0,4.8,1.0,100.0,0.1,0.3915624803226935,-1.3877787807814457e-17,0.0,0.0,0.9602237889342335,2.8315250640580898e-14,0.6735195133702903,0.6735195133702903,true,112,-0.8491709097211386,0.05,0.05,396.614023128,0.028019433697183134
256,0.0,5.2,1.0,100.0,0.1,0.36961562887496646,NaN,0.0,0.0,6.661338147750939e-13,323.5341967250165,2.5867145497932076e-7,2.5867145497932076e-7,false,400,NaN,0.05,0.05,1437.075248795,0.026160028952319697
256,0.0,5.6,1.0,100.0,0.1,0.3454147516431769,NaN,0.0,0.0,3.3306690738754696e-13,464.08928694456245,2.5867145497932076e-7,2.5867145497932076e-7,false,400,NaN,0.05,0.05,1417.371384033,0.028432814607080574
256,0.0,6.0,1.0,100.0,0.1,0.32374341830220227,NaN,0.0,0.0,9.992007221626409e-13,541.6669812733555,2.5867145497932076e-7,2.5867145497932076e-7,false,400,NaN,0.05,0.05,1435.360105768,0.02935707715127716
256,0.0,6.4,1.0,100.0,0.1,0.3043922772507268,NaN,0.0,0.0,2.220446049250313e-13,592.424265658096,2.5867145497932076e-7,2.5867145497932076e-7,false,400,NaN,0.05,0.05,1390.168475916,0.02999997680688367
256,0.0,6.8,1.0,100.0,0.1,0.28709584613179134,NaN,0.0,0.0,2.4424906541753444e-12,628.4517076661296,2.5867145497932076e-7,2.5867145497932076e-7,false,400,NaN,0.05,0.05,1435.530944907,0.030585658105867854
256,0.0,7.2,1.0,100.0,0.1,0.27158557728892474,NaN,0.0,0.0,0.0,655.3472674402474,2.5867145497932076e-7,2.5867145497932076e-7,false,400,NaN,0.05,0.05,1444.144420688,0.031170784860895216
256,0.0,7.6,1.0,100.0,0.1,0.2576199013348656,NaN,0.0,0.0,1.4432899320127035e-12,676.1481800488062,2.5867145497932076e-7,2.5867145497932076e-7,false,400,NaN,0.05,0.05,1457.435616122,0.031770170360981065
256,0.0,8.0,1.0,100.0,0.1,0.24499081386039206,NaN,0.0,0.0,3.3306690738754696e-13,692.66988883975,2.5867145497932076e-7,2.5867145497932076e-7,false,400,NaN,0.05,0.05,1460.861077947,0.032386538891558146
256,5.0,4.0,1.0,100.0,0.1,0.3954229199786941,4.163336342344337e-17,0.0,0.0,0.9652894012717184,8.768277084582254e-14,0.328458614616758,0.328458614616758,true,126,-1.0109228639083963,0.05,0.05,449.391740438,0.09014597360877598
256,5.0,4.4,1.0,100.0,0.1,0.39487813974141384,-2.7755575615628914e-17,0.0,0.0,0.993559522159404,5.533326503969984e-14,0.3639430632872665,0.3639430632872665,true,124,-0.9287520684030528,0.05,0.05,443.075361769,0.05731937052163629
256,5.0,4.8,1.0,100.0,0.1,0.3915624803226935,-1.3877787807814457e-17,0.0,0.0,0.9602237889342335,2.8315250640580898e-14,0.6735195133702903,0.6735195133702903,true,112,-0.8491709097211386,0.05,0.05,397.928968367,0.028019433697183134
256,5.0,5.2,1.0,100.0,0.1,0.36961562887496646,NaN,0.0,0.0,6.661338147750939e-13,323.5341967250165,2.5867145497932076e-7,2.5867145497932076e-7,false,400,NaN,0.05,0.05,1433.253429042,0.026160028952319697
256,5.0,5.6,1.0,100.0,0.1,0.3454147516431769,NaN,0.0,0.0,3.3306690738754696e-13,464.08928694456245,2.5867145497932076e-7,2.5867145497932076e-7,false,400,NaN,0.05,0.05,1428.809805457,0.028432814607080574
256,5.0,6.0,1.0,100.0,0.1,0.32374341830220227,NaN,0.0,0.0,9.992007221626409e-13,541.6669812733555,2.5867145497932076e-7,2.5867145497932076e-7,false,400,NaN,0.05,0.05,1444.902317599,0.02935707715127716
