L,U,V,t,β,δ,m,uS,vx,vy,Qm,QuS,Qvx,Qvy,Converged,I,f,g,g0,ΔT,μ
128,1.0,1.1,1.0,100.0,0.0,0.09668644715001148,0.40288200034687727,7.860674709120742e-29,7.860674709120742e-29,0.8543358622633002,0.033677076935134664,3.114429454219229e-25,3.114429454219229e-25,true,16,-1.4423316001075404,0.5,0.5,0.34329554,0.0
128,1.0,1.2,1.0,100.0,0.0,0.10118329072941908,0.4025937895304026,7.557664266470796e-21,7.557664266470796e-21,0.926272732585387,0.05159633963802701,2.862831648338403e-17,2.862831648338403e-17,true,17,-1.4261155932661664,0.5,0.5,0.23119215,0.0
128,1.0,1.3,1.0,100.0,0.0,0.10595601890280573,0.40226501299163764,-1.2735820922258362e-17,-1.2735820922258345e-17,0.9427733509239089,0.06205168948247852,4.6372751616783204e-14,4.637275161678315e-14,true,18,-1.409924822866583,0.5,0.5,0.200713044,0.0
128,1.0,1.4,1.0,100.0,0.0,0.11099922701840614,0.40189110502228564,9.56097310490375e-16,9.560973104903764e-16,0.9172734648462688,0.06761069053351498,3.3611946912504834e-12,3.3611946912504886e-12,true,19,-1.393762488982212,0.5,0.5,0.319981529,0.0
128,1.0,1.5,1.0,100.0,0.0,0.11630976232906906,0.4014668781090966,-2.2178067898172156e-14,-2.2178067898172213e-14,0.8612193739528928,0.06967564291482375,7.555814867685197e-11,7.555814867685215e-11,true,20,-1.3776322036615893,0.5,0.5,0.246905227,0.0
128,1.0,1.6,1.0,100.0,0.0,0.1217377833916228,0.4009997314257333,-1.0564055860625849e-12,-1.0564055860625847e-12,0.9750242469739878,0.08511965688917655,3.4978813757282105e-9,3.49788137572821e-9,true,20,-1.3615379637482985,0.5,0.5,0.353970237,0.0
128,1.0,1.7,1.0,100.0,0.0,0.12759787396268052,0.4004558797445482,7.42111082503353e-12,7.421110825033537e-12,0.868022829442705,0.0824612469130237,2.3952431768325964e-8,2.395243176832599e-8,true,21,-1.3454845358338667,0.5,0.5,0.969323607,0.0
128,1.0,1.8,1.0,100.0,0.0,0.13358473945651422,0.39985621772159885,1.0494449074932668e-10,1.0494449074932676e-10,0.9452584158500255,0.09691004917256052,3.308659427982163e-7,3.3086594279821653e-7,true,21,-1.3294769153124204,0.5,0.5,0.275072044,0.0
128,1.0,1.9,1.0,100.0,0.0,0.1400007650100683,0.39916212289493835,-3.0743698901517123e-10,-3.074369890151734e-10,0.803515019604295,0.08943892780899354,9.489490582665103e-7,9.489490582665169e-7,true,22,-1.3135210499865095,0.5,0.5,0.288181195,0.0
128,1.0,2.0,1.0,100.0,0.0,0.14655948827167015,0.39839526031356,4.942926097687073e-10,4.942926097686893e-10,0.8454236220095113,0.10166161368463378,1.4960562692602437e-6,1.4960562692601893e-6,true,22,-1.2976232648765533,0.5,0.5,0.316162965,0.0
128,1.0,2.1,1.0,100.0,0.0,0.15340182443013922,0.3975307795082872,4.705067168303006e-8,4.7050671683030084e-8,0.8772612377444533,0.11402632182422323,0.00013986030405479987,0.00013986030405479993,true,22,-1.2817908329833345,0.5,0.5,0.253744292,0.0
128,1.0,2.2,1.0,100.0,0.0,0.16052522622693582,0.39655774392829046,7.098182139447512e-7,7.098182139447515e-7,0.8980342692406218,0.12623149431878478,0.0020751643621801045,0.0020751643621801054,true,22,-1.2660317351915955,0.5,0.5,0.261543888,0.0
128,1.0,2.3,1.0,100.0,0.0,0.1679228558577836,0.3954647587603425,6.983612682518482e-6,6.983612682518488e-6,0.907782381928679,0.13803628161901393,0.020105240504127993,0.02010524050412801,true,22,-1.2503547642540185,0.5,0.5,0.233518337,0.0
128,1.0,2.4,1.0,100.0,0.0,0.17558176031259115,0.39424042838900974,5.275943196088659e-5,5.275943196088658e-5,0.910136631578351,0.14967415861300015,0.1497419441919964,0.1497419441919964,true,22,-1.2347695843334092,0.5,0.5,0.257814293,0.0
128,1.0,2.5,1.0,100.0,0.0,0.18347663571476658,0.39287472276613555,0.0003228570142516749,0.00032285701425167467,0.9233312808302196,0.1633706436914295,0.9042854597594899,0.9042854597594893,true,22,-1.2192883281259945,0.5,0.5,0.236800846,0.0
